nombre,subj,col_1,col_2,anos
aniluingramvallines,trayectoriapolitica,Consejera estatal,PRI,2009
aniluingramvallines,trayectoriapolitica,Consejera nacional,PRI,2013
aniluingramvallines,trayectoriapolitica,Integrante de la Mesa Vision de Futuro XXI Asamblea Nacional del CEN,PRI,2016
manuellimonhernandez,escolaridad,Bachillerato,Nivel Medio Superior,
manuellimonhernandez,asociacionesalasquepertenece,Secretario del Consejo General de Vigilancia del Comite Ejecutivo General,Sindicato de Trabajadores Petroleros de la Republica Mexicana,1995-1996
manuellimonhernandez,asociacionesalasquepertenece,Presidente del Consejo General de Vigilancia del Comite Ejecutivo General,Sindicato de Trabajadores Petroleros de la Republica Mexicana,1997-2006
manuellimonhernandez,asociacionesalasquepertenece,Secretario Tesorero del Comite Ejecutivo General,Sindicato de Trabajadores Petroleros de la Republica Mexicana,2007-2018
jorgeemiliogonzalezmartinez,escolaridad,Licenciatura,Administracion de Empresas,1996
jorgeemiliogonzalezmartinez,trayectoriapolitica,Presidente Nacional del Partido Verde Ecologista de Mexico,PVEM,2001-2011
jorgeemiliogonzalezmartinez,experiencialegislativa,"Diputada(o) Federal Propietario, PVEM",LVII Legislatura,1997-2000
jorgeemiliogonzalezmartinez,experiencialegislativa,"Senador(a) de la Republica Propietario, PVEM",LVIII - LIX Legislatura,2000-2006
jorgeemiliogonzalezmartinez,experiencialegislativa,"Diputada(o) Federal Propietario, PVEM",LX Legislatura,2006-2009
jorgeemiliogonzalezmartinez,experiencialegislativa,"Senador(a) de la Republica Propietario, PVEM",LXII Legislatura,2009-2012
anapatriciaperaltadelapena,escolaridad,Licenciatura,Administracion de Empresas,2009-2012
anapatriciaperaltadelapena,escolaridad,Taller,Taller para la Atencion de la Violencia Politica contra las Mujeres en Razon de Genero,2017
anapatriciaperaltadelapena,escolaridad,Conferencia,Un Dia sin Mujeres,2015
anapatriciaperaltadelapena,escolaridad,Conferencia,Conferencia Nacional de Legisladoras,2016
anapatriciaperaltadelapena,trayectoriapolitica,Integrante de la Comision de Honor y Justicia Nacional del PVEM,PVEM,2011-2017
anapatriciaperaltadelapena,trayectoriapolitica,Delegada Nacional en el estado de Quintana Roo,PVEM,2014 a la fecha
edithgarciarosales,cargosdeeleccionpopular,"Regidor(a), Veracruz - Tlaltetela",,2016
alejandroponcecobos,trayectoriapolitica,Representante General,PRD,2006
alejandroponcecobos,trayectoriapolitica,Coordinador de Campana Presidencial,PRD,2011-2012
alejandroponcecobos,trayectoriapolitica,Promotor del voto,MORENA,2017
alejandroponcecobos,trayectoriapolitica,Enlce distrital en defensa del voto,MORENA,2018
alejandroponcecobos,administracionpublicalocal,Responsable del Programa uniformes y utiles escolares,Gobierno del estado de Oaxaca,No proporciono
patriciadelcarmendelacruzdelucio,escolaridad,Primaria,,No proporciono
iransantiagomanuel,escolaridad,Maestria,Educacion Basica,2008 - 2010Mexico
iransantiagomanuel,escolaridad,Maestria,Educacion,2016 en adelante
iransantiagomanuel,administracionpublicalocal,Director comisionado con grupo.,"Erosquia, Santa Maria Zoquitlan, estado de Oaxaca",2006 - 2007
iransantiagomanuel,administracionpublicalocal,Docente frente a grupo,"Escuela Primaria ""Vicente Guerrero"", Santa Maria Zoquitlan, estado de Oaxaca",2007 - 2009
iransantiagomanuel,administracionpublicalocal,Docente frente a grupo,"Escuela Primaria ""Benito Juarez""",2009 - 2011
iransantiagomanuel,administracionpublicalocal,Docente frente a grupo,"Escuela Primaria ""Amado Nervo"", San Mateo Macuilxochitl, estado de Oaxaca",2017
iransantiagomanuel,asociacionesalasquepertenece,Miembro,"CNTE - SNTE, estado de Oaxaca",1 de septiembre a la fecha
iransantiagomanuel,asociacionesalasquepertenece,Secretario de Organizacion,Delegacion Sindical D-I-180,2010-2012
iransantiagomanuel,asociacionesalasquepertenece,Secretario de pagos,"Seccion XXII del CNTE-SNTE, estado de Oaxaca",2012-2017
iransantiagomanuel,actividadesdocentes,Invitado,Seminario: Las Artes en una Educacion Ciudadana Intercultural,1 de Octubre 2017
iransantiagomanuel,actividadesdocentes,Invitado,Taller: La Administracion Local y Regional,1 de diciembre 2017
iransantiagomanuel,actividadesdocentes,Invitado,Taller: Nuevo Perfil Docente para el Desarrollo de Competencias en el Estudiante.,"2, 3 y 4 de marzo 2017"
iransantiagomanuel,actividadesdocentes,Invitado,Taller: Conferencias Magistrales/ actividades Interactivas,26 y 27 de Septiembre 2009
iransantiagomanuel,actividadesdocentes,Invitado,Seminario: La Construccion de Proyectos Didacticos para la Mejora de la Practica Docente,4 y 5 de mayo 2016
iransantiagomanuel,actividadesdocentes,Invitado,Taller: La Administracion Financiera de Empresas,mar-18
lizethamayraniguerramendez,escolaridad,Pasante,Administracion de Empresas Turisticas,No proporciono
juliocarranzaareas,escolaridad,Pasante,Ingenieria en Sistemas Computacionales,1986-1989
juliocarranzaareas,trayectoriapolitica,Cordinador Territorial,MORENA,2016-2018
juliocarranzaareas,trayectoriapolitica,Candidato suplente a Diputado local. Distrito XV,Morna,No proporciono
juliocarranzaareas,iniciativaprivada,Gerente,Metalver S.A.,1989-1993
juliocarranzaareas,iniciativaprivada,Gerente de Informatica,Grupo Servicon S.A.,1998-2003
juliocarranzaareas,asociacionesalasquepertenece,No proporciono,Grupo Impulsor de Desarrollo A.C.,2012-2017
juliocarranzaareas,asociacionesalasquepertenece,No proporciono,Conexion UNITEC A.C.,2017
virginiamerinogarcia,escolaridad,Bachillerato | Nivel Medio Superior,,2003-2006
virginiamerinogarcia,administracionpublicalocal,Organizacion Primer Encuentro de la Cultura Triqui,"Agencia Municipal San Juan Copala, Oaxaca",2002
virginiamerinogarcia,actividadesdocentes,Docente,Asignatura: Bilingue,No proporciono
manuelgomezventura,escolaridad,Licenciatura,Administracion de Empresas,No proporciono
emeteriaclaudiamartinezaguilar,escolaridad,Licenciatura,Psicologia Educativa,2009-2013
emeteriaclaudiamartinezaguilar,actividadesdocentes,Invitado,"Presentacion: XIII Encuentro Academico Regional ""Investigaciones en Proceso""",2011
luisjavieralegresalazar,escolaridad,Licenciatura,Ingenieria Industrial,1982-1986
luisjavieralegresalazar,escolaridad,Diplomado,Licencia de la securities and Exchange Conmision,1984
gracielazavaletasanchez,escolaridad,Primaria,,1955 - 1961
cirosalesruiz,escolaridad,Licenciatura,Derecho,1997 - 2002
cirosalesruiz,trayectoriapolitica,Promotor de la Soberaia Nacional,MORENA,2014
cirosalesruiz,trayectoriapolitica,Candidato a la diputaciònlocal del Distrito XVI,MORENA,2015
cirosalesruiz,trayectoriapolitica,Consejero Distrito VII Federal,MORENA,2016
cirosalesruiz,trayectoriapolitica,Consejero Nacional,MORENA,2016 - 2018
zairaochoavaldivia,escolaridad,Maestria,Terapia Infantil,2001-2004
zairaochoavaldivia,escolaridad,Maestria,Gobierno y Administracion Publica,2008-2010
zairaochoavaldivia,escolaridad,Licenciatura,Educacion Pre Escolar,1993-1997
zairaochoavaldivia,escolaridad,Taller,Formacion Sindical,2002
zairaochoavaldivia,trayectoriapolitica,"Delegada de Mujeres en Movimiento, Veracruz",Movimiento Ciudadano,2015-2017
marcoantonioandradezavala,escolaridad,Maestria,Administracion,1998-2000
marcoantonioandradezavala,escolaridad,Maestria,Derecho Fiscal,2007-2009
marcoantonioandradezavala,escolaridad,Maestria,Derecho Procesal Constitucional y Electoral,2016
marcoantonioandradezavala,escolaridad,Especialidad,Administracion Publica,2009-2011
marcoantonioandradezavala,escolaridad,Licenciatura,Contaduria Publica,1994-1997
marcoantonioandradezavala,escolaridad,Licenciatura,Derecho,2003-2007
marcoantonioandradezavala,trayectoriapolitica,"Secretario General del Comite Ejecutivo Municipal de Tuxtla Gutierrez, Chiapas",MORENA,2013-2015
marcoantonioandradezavala,trayectoriapolitica,Coordinador Operativo Territorial,MORENA,2015-2018
rosalbavalenciacruz,escolaridad,Licenciatura,Educacion Bàsica,
armandocontrerascastillo,escolaridad,Licenciatura,Economia,1985-1990
armandocontrerascastillo,trayectoriapolitica,Presidente del Consejo Estatal,MORENA,2013-2015
armandocontrerascastillo,trayectoriapolitica,Secretario de Indigenas y Campesinos del Comite Ejecutivo Nacional,MORENA,2015-2018
armandocontrerascastillo,experiencialegislativa,"Senador(a) de la Republica Propietario,",LXI Legislatura,2010-2012
armandocontrerascastillo,administracionpublicafederal,Director,Centro Coordinador Indigenista Chatino del Instituto Nacional Indigenista del estado de Oaxaca,1995-1997
armandocontrerascastillo,administracionpublicafederal,Secretario,Secretaria de Asuntos Indigenas del estado de Oaxaca,2004-2006
armandocontrerascastillo,administracionpublicalocal,Presidente Municipal,"H. Ayuntamiento de Concepcion Papalo, estado de Oaxaca",1999-2001
armandocontrerascastillo,asociacionesalasquepertenece,Integrante,Seccion 22 del Sindicato Nacional de Trabajadores de la Educacion (SNTE),1985-1992
armandocontrerascastillo,asociacionesalasquepertenece,Integrante Dirigencia Estatal,Sindicato Nacional de Trabajadores Indigenistas (SNTI),1994-1995
ediltrudisrodriguezarellano,escolaridad,Licenciatura,Educacion Secundaria (Ingles),1996-2001
ediltrudisrodriguezarellano,actividadesdocentes,Docente,Asignatura: Profesora de Ingles,2002-2003
ediltrudisrodriguezarellano,actividadesdocentes,Docente,Asignatura: Profesora de Ingles,2008
marcoantoniomedinaperez,escolaridad,Pasante,Economia,
marcoantoniomedinaperez,escolaridad,Diplomado,Econometria,1995
marcoantoniomedinaperez,trayectoriapolitica,Responsable politico de la corriente socialista en el estado de Mexico,Partido sin registro,1981-1984
marcoantoniomedinaperez,trayectoriapolitica,Integrante de la Direccion Nacional de Partido Patriotico Revolucionario,Patriotico,1985
marcoantoniomedinaperez,trayectoriapolitica,Secretario de Finanzas del Comite Ejecutivo del PRD en el Distrito Federal,PRD,2005-2008
marcoantoniomedinaperez,trayectoriapolitica,Consejero Nacional,MORENA,2012
marcoantoniomedinaperez,trayectoriapolitica,SecretariO de Finanzas del Comite Ejecutivo Nacional,MORENA,2012-2015
dorhenygarciacayetano,escolaridad,Licenciatura,Derecho,2010-2014
dorhenygarciacayetano,escolaridad,Carrera Trunca,Publicidad y Relaciones Publicas,2008-2012
dorhenygarciacayetano,trayectoriapolitica,Vocal en Movimiento de Regeneracion Nacional Juvenil y Estudiantil (MORENAJE),MORENA,2011-2012
dorhenygarciacayetano,trayectoriapolitica,Secretaria Municipal,MORENA,2014-2015
dorhenygarciacayetano,trayectoriapolitica,Consejera Nacional,MORENA,2015- Actual
dorhenygarciacayetano,administracionpublicafederal,Oficial Administrativo,Poder Judicial de la Federacion,2015-2016
maribelmartinezruiz,escolaridad,Maestria,Calidad Total y Competitividad,1997-2000
maribelmartinezruiz,escolaridad,Maestria,Master en PNL,2000 - 2002
maribelmartinezruiz,escolaridad,Especialidad,Auditoria,2001-2002
maribelmartinezruiz,escolaridad,Licenciatura,Contador Publico,1990 -1996
maribelmartinezruiz,escolaridad,Diplomado,Enfoque y Medios de Ensenanza,2000
maribelmartinezruiz,trayectoriapolitica,Subcoordinadora de P. V. (Presidencial),PRD,2006
maribelmartinezruiz,trayectoriapolitica,Coordinadora de Mujeres en Oaxaca,PT,2016 - actualmente
maribelmartinezruiz,trayectoriapolitica,Comisionada Politica Nacional,PT,2017 - actualmente
maribelmartinezruiz,administracionpublicalocal,Coordinadora Administrativa,Centro de Investigacion y Desarrollo - Michoacan,1998 - 2000
maribelmartinezruiz,administracionpublicalocal,Coordinadora General,Centro de Investigacion y Estadisitica del estado de Michoacan,2001 - 2002
maribelmartinezruiz,administracionpublicalocal,Jefa de Unidad,Patrimonio Municipal Oaxaca de Juarez,2002 - 2004
maribelmartinezruiz,asociacionesalasquepertenece,Presidenta Fundadora,Viviendo en Valores y Armonia (Viva A.C),2007-2016
jorgeromeroherrera,escolaridad,Licenciatura,Abogado,1997-2007
jorgeromeroherrera,trayectoriapolitica,Dirigente Juvenil PAN-DF,PAN,2001-2003
jorgeromeroherrera,trayectoriapolitica,Consejero Regional PAN-DF,PAN,2001-2007
jorgeromeroherrera,trayectoriapolitica,Integrante de la Comision Permanente Nacional,PAN,2012-2018
adrianadavilafernandez,escolaridad,Licenciatura,Ciencias de la Comunicacion,1990-1994
adrianadavilafernandez,trayectoriapolitica,Secretaria Nacional de Vinculacion con la Sociedad,PAN,2008-2009
adrianadavilafernandez,trayectoriapolitica,Consejera Estatal,PAN,2009-2018
adrianadavilafernandez,trayectoriapolitica,Integrante de la Comision Permanente Estatal,PAN,2014-2018
marcoantonioadamecastillo,escolaridad,Maestria,Administracion,1995-1997
marcoantonioadamecastillo,escolaridad,Licenciatura,Medicina,1978-1984
marcoantonioadamecastillo,trayectoriapolitica,Consejero estatal,PAN,2001-2012
marcoantonioadamecastillo,trayectoriapolitica,Vocero nacional,PAN,2005
marcoantonioadamecastillo,trayectoriapolitica,Consejero Nacional,PAN,2007-2013/2017-2019
marcoantonioadamecastillo,trayectoriapolitica,Secretario de Accion de Gobierno CEN,PAN,2014-2015
marcoantonioadamecastillo,trayectoriapolitica,Coordinador de Asuntos Internacionales CEN,PAN,2015-2018
veronicamariasobradorodriguez,escolaridad,Maestria,"Administracion, Funcion y Politicas Publicas",2015-2017
veronicamariasobradorodriguez,escolaridad,Licenciatura,Ciencias de la Comunicacion,1988-1993
veronicamariasobradorodriguez,escolaridad,Diplomado,Estrategias Exitosas en la Gestion de Conflictos,2012
carloscarreonmejia,escolaridad,Licenciatura,Licenciado en Informatica,1992-1997
carloscarreonmejia,trayectoriapolitica,Integrante del Consejo estatal,PAN,2005-2018
carloscarreonmejia,trayectoriapolitica,Integrante del Comite Directivo estatal-Tlaxcala,PAN,2011-2018
carloscarreonmejia,trayectoriapolitica,Integrante de la Comision Permanente estatal-Tlaxcala,PAN,2014-2018
analuciariojasmartinez,escolaridad,Licenciatura,Comunicacion,2010-2014
analuciariojasmartinez,escolaridad,Diplomado,,2011
oscardanielmartinezterrazas,escolaridad,Licenciatura,Administracion,
oscardanielmartinezterrazas,escolaridad,Diplomado,Economia social de mercado,2008
oscardanielmartinezterrazas,escolaridad,Diplomado,Asuntos electorales,2009
oscardanielmartinezterrazas,escolaridad,Diplomado,Marketing Politico,2011
oscardanielmartinezterrazas,escolaridad,Diplomado,Liderazgo y estrategia electoral,2012
oscardanielmartinezterrazas,trayectoriapolitica,Secretaria Nacional de Accion Juvenil. Coordinador general de accion juvenil,PAN,2010-2011
oscardanielmartinezterrazas,trayectoriapolitica,Secretaria Nacional de Accion Juvenil. Coordinaci nacional de formacion,PAN,2011-2012
oscardanielmartinezterrazas,trayectoriapolitica,Miembro de la Comisiçon Permanente del Comite Estatal Morelos (honorifico),PAN,2016-2019
oscardanielmartinezterrazas,administracionpublicalocal,Auditor de Fomento Economico,"H. Ayuntamiento de Cuernavaca, estado de Morelos",2004-2006
oscardanielmartinezterrazas,administracionpublicalocal,Asesor del grupo parlamentario,Congreso del estado de Morelos,2012-2015
oscardanielmartinezterrazas,asociacionesalasquepertenece,Miembro activo,,2004- a la fecha
oscardanielmartinezterrazas,actividadesdocentes,Conferencista,Foro: Multiples cursos de formacion y capacitacion (Accion juvenil),2006-2012
oscardanielmartinezterrazas,actividadesdocentes,Ponente,Taller: Taller de oratoria,2017
oscardanielmartinezterrazas,actividadesdocentes,Ponente,Taller: Curso de Capacitacio Electoral,2018
hectorserranocortes,escolaridad,Maestria,Derecho Constitucional y Amparo,2015-2016
hectorserranocortes,escolaridad,Licenciatura,Derecho,2012-2014
hectorserranocortes,escolaridad,Licenciatura,Administracion Publica y Ciencias,2016-2018
hectorserranocortes,escolaridad,Diplomado,Derecho Electoral,2017
hectorserranocortes,administracionpublicafederal,Oficial Mayor,Camara de Diputados,1994-1997
hectorserranocortes,administracionpublicafederal,Secretario Tecnico de la Comision del TPS,Camara de Diputados,1998-1991
hectorserranocortes,administracionpublicalocal,Oficial Mayor,Asamblea de Representantes,1991-1994
hectorserranocortes,administracionpublicalocal,Jefe Delegacional,Delegacion Venustiano Carranza,2003
hectorserranocortes,captralir,Director General de Prog. Y Reord. De la V:P:,Secretaria de Gobierno,2006-2008
hectorserranocortes,captralir,Subsecretario,Secretaria de Gobierno,2008-2011
hectorserranocortes,captralir,Secretario,Secretaria de Gobierno,2012-2015
hectorserranocortes,captralir,Secretario,Secretaria de Movilidad,2015-2017
julietamaciasrabago,escolaridad,Licenciatura,Ciencias de la Comunicacion,1992-1997
julietamaciasrabago,escolaridad,Diplomado,Diplomado en Analisis Politico Estrategico,2015-2016
julietamaciasrabago,trayectoriapolitica,Secretaria Tecnica del Coordinador,Movimiento Ciudadano,2012
julietamaciasrabago,trayectoriapolitica,Secretaria de Enlace Legislativo,Movimiento Ciudadano,2013 a la fecha
julietamaciasrabago,trayectoriapolitica,Secretaria Tecnica del Consejo Ciudadano Nacional,Movimiento Ciudadano,2014 a la fecha
julietamaciasrabago,administracionpublicafederal,Secretaria Particular del Director de Aeropuertos,Aeropuertos y Servicios Auxiliares,1998-2000
julietamaciasrabago,administracionpublicafederal,Secretaria Particular del Coordinador,"SEDESOL, relaciones Institucionales",2000
julietamaciasrabago,administracionpublicafederal,Secretaria Particular del Coordinador,Coordinacion de Delegaciones SEDESOL,2001
julietamaciasrabago,administracionpublicalocal,Asistente del Secretario,Secretaria de Comunicaciones Gobierno del estado de Veracruz,1997-1998
julietamaciasrabago,cargosenlegislaturaslocalesofederales,"Secretaria Particular del Coordinador Chanona, Camara de Diputados",LX Legislatura,
luzestefaniarosasmartinez,escolaridad,Pasante,Periodismo,2013-2017
luzestefaniarosasmartinez,trayectoriapolitica,Consejera Nacional,PRD,2018
marthataglemartinez,escolaridad,Licenciatura,Ciencias Politicas y Administracion Publica,1993-1998
marthataglemartinez,escolaridad,Diplomado,Politicas Publicas y Genero,2002
marthataglemartinez,trayectoriapolitica,Coordinadora Nacional Muejeres en Convergencia,Convergencia,2000-2005
marthataglemartinez,trayectoriapolitica,Secretaria de Acuerdos Consejo Nacional,Convergencia,2005-2008
marthataglemartinez,trayectoriapolitica,Representante Suplente IFE/INE,Movimiento Ciudadano,2010-2018
marthataglemartinez,trayectoriapolitica,Integrante de la Comision Operativa Nacional,Movimiento Ciudadano,2012-2018
marthataglemartinez,experiencialegislativa,"Diputada(o) Federal Propietario, Convergencia",LX Legislatura,2006-2009
marthataglemartinez,experiencialegislativa,"Senador(a) de la Republica Suplente, MC",LXII Legislatura,2015-2018
marthataglemartinez,iniciativaprivada,Consultora,"Mujer, ideas, desarrollo e investigacion",2010-2015
marthataglemartinez,asociacionesalasquepertenece,Integrante,Campana Nacional por el derecho a decidir,2008 - a la fecha
marthataglemartinez,asociacionesalasquepertenece,Integrante,Mujeres en Plural,2010 - a la fecha
marthataglemartinez,asociacionesalasquepertenece,Integrante,Ciudad Feminista,2012 - a la fecha
marthataglemartinez,asociacionesalasquepertenece,Integrante,Red por la Paridad Efectiva,2015 - a la fecha
marthataglemartinez,actividadesdocentes,Docente,Asignatura: Matematicas y Probabilidad,1995
marthataglemartinez,actividadesdocentes,Ponente,Foro: Foros Regionales participacion politica de las mujeres,2017
marialucerosaldanaperez,escolaridad,Doctorado,Genero y derecho,2017-2018
marialucerosaldanaperez,escolaridad,Maestria,Genero y derecho,2005-2006
marialucerosaldanaperez,escolaridad,Maestria,Estudios de genero,2015-2017
marialucerosaldanaperez,escolaridad,Licenciatura,Administracion de Empresas,1972-1974
marialucerosaldanaperez,escolaridad,Licenciatura,Administracion,2010-2014
fernandogalindofavela,escolaridad,Licenciatura,Economia,No proporciono
fernandogalindofavela,escolaridad,Diplomado,Presupuesto basado en resultados,2013
fernandogalindofavela,trayectoriapolitica,Consejero Politico Nacional,PRI,2016
fernandogalindofavela,trayectoriapolitica,Consejero Politico Nacional,PRI,2019
fernandogalindofavela,administracionpublicafederal,Jefe del Departamento de Analisis Tecnico,Instituto para la Proteccion al Ahorro Bancario,2001
fernandogalindofavela,administracionpublicafederal,Subdirector de Administracion Cautelar,Instituto para la Proteccion al Ahorro Bancario,2002-2003
fernandogalindofavela,administracionpublicafederal,Director de Apoyos Finacieros,Instituto para la Proteccion al Ahorro Bancario,2003-2005
fernandogalindofavela,administracionpublicafederal,Subsecretario de Egresos,Secretaria de Hacienda y Credito Publico,2012-218
fernandogalindofavela,administracionpublicalocal,Director General de Politica Fiscal,Secretaria de Finanzas del Gobierno del estado de Mexico,2005-2009
fernandogalindofavela,administracionpublicalocal,Coordinador de Asesores del Secretario,Secretaria de Finanzas del Gobierno del estado de Mexico,2009
cynthiailianalopezcastro,escolaridad,Doctorado,Administracion Publica,Cursando actualmente
cynthiailianalopezcastro,escolaridad,Maestria,Gobierno y Politica,2016-2018
cynthiailianalopezcastro,escolaridad,Licenciatura,Administracion Publica,2010-2014
cynthiailianalopezcastro,trayectoriapolitica,Asesora en la Confederacion Nacional de Organizaciones Populares,PRI,2007-2011
cynthiailianalopezcastro,trayectoriapolitica,Representante del PRI ante COPPAL,PRI,2013-2014
cynthiailianalopezcastro,trayectoriapolitica,Secretaria de Gestion Social PRI DF,PRI,2014-2015
cynthiailianalopezcastro,trayectoriapolitica,Consejera Politica Nacional,PRI,2015 a la fecha
cynthiailianalopezcastro,trayectoriapolitica,Coordinadora de Diputados Locales MT Nacional,PRI,2015-2017
cynthiailianalopezcastro,trayectoriapolitica,Consejera Nacional de la Confederacion Nacional Campesina (CNC Nacional),PRI,2015-2018
renejuarezcisneros,escolaridad,Licenciatura,Economia,1976-1981
renejuarezcisneros,trayectoriapolitica,Presidente del CDE en Guerrero,PRI,1996-1997
renejuarezcisneros,trayectoriapolitica,Presidente Nacional del PRI,PRI,2018
renejuarezcisneros,trayectoriapolitica,Consejero Politico Nacional,PRI,No proporciono
claudiapastorbadilla,escolaridad,Maestria,Politicas Publicas Comparadas,2014-2016
claudiapastorbadilla,escolaridad,Posgrado,Especializacion judicial,1998
claudiapastorbadilla,escolaridad,Licenciatura,Derecho,1992-1996
claudiapastorbadilla,escolaridad,Seminario,Curso de administracion de negocios,2015
claudiapastorbadilla,escolaridad,Diplomado,Argumentacion juridica,2008
luiseleusisleonidascordovamoran,escolaridad,Maestria,Pedagogia,No proporciono
arturoescobaryvega,escolaridad,Maestria,Derecho,1997-1998
arturoescobaryvega,escolaridad,Licenciatura,Derecho,1995
arturoescobaryvega,trayectoriapolitica,Secretario de Accion Electoral,PVEM,2000-2003
arturoescobaryvega,trayectoriapolitica,Presidente del Comite Ejecutivo del Distrito Federal,PVEM,2003-2006
arturoescobaryvega,trayectoriapolitica,Consejero del Poder Legislativo en el Instituto Federal Electoral,PVEM,2006-2012
arturoescobaryvega,trayectoriapolitica,Vocero Nacional del Partido Verde Ecologista de Mexico,PVEM,2011-2015
nayeliarlenfernandezcruz,escolaridad,Maestria,Administracion Publica y Politica Publica,2013
nayeliarlenfernandezcruz,escolaridad,Licenciatura,Ciencia Politica,2006
nayeliarlenfernandezcruz,trayectoriapolitica,Representante de la Direccion de Relaciones Publicas y Coordinadora de Medios de Comunicacion,PVEM,2006-2008
nayeliarlenfernandezcruz,trayectoriapolitica,Representante de la Secretaria de Organizacion del CEN,PVEM,2008-2010
nayeliarlenfernandezcruz,trayectoriapolitica,Representante ante el Comite de Radio y Television en el IFE,PVEM,2009-2010
nayeliarlenfernandezcruz,trayectoriapolitica,Asesor de la Secretaria de Accion Electoral del CEN,PVEM,2010-2011
nayeliarlenfernandezcruz,trayectoriapolitica,Asesor de la Secretaria de Medio Ambiente del CEN,PVEM,2012
mariabeatrizlopezchavez,escolaridad,Especialidad,Modelos de Intervencion en Personas Adultas Mayores,2016-2017
mariabeatrizlopezchavez,escolaridad,Licenciatura,Trabajo Social,2001-2016
mariabeatrizlopezchavez,trayectoriapolitica,Voluntaria,MORENA,2012-2017
mariabeatrizlopezchavez,trayectoriapolitica,Coordinador Operativo Territorial,MORENA,2017 a la fecha
mariabeatrizlopezchavez,trayectoriapolitica,ZONAL,MORENA,2018
mariabeatrizlopezchavez,actividadesdocentes,Ponente,Taller: Autocuidado Adulto Mayor,2013-14
mariabeatrizlopezchavez,actividadesdocentes,Conferencista,Taller: Tanatologia,2016-17
mariabeatrizlopezchavez,actividadesdocentes,Invitado,Taller: Tanatologia,2017
samuelcalderonmedina,escolaridad,Licenciatura,Profesor de Educacion Primaria,1990-1994
rociodelpilarvillarauzmartinez,escolaridad,Pasante,Relaciones Internacionales,1997-2001
rociodelpilarvillarauzmartinez,trayectoriapolitica,Secretaria Tecnica del Comite Ejecutivo Nacional,morena,2013-2015
rociodelpilarvillarauzmartinez,trayectoriapolitica,Presidenta Electa Demarcacion Miguel Hidalgo,morena,2014-2017
rociodelpilarvillarauzmartinez,trayectoriapolitica,Consejera Estatal,morena,2015 a la fecha
davidbautistarivera,escolaridad,Licenciatura,Educacion Fisica,2000-2004
davidbautistarivera,escolaridad,Licenciatura,Educacion Media Superior,2000-2006
davidbautistarivera,trayectoriapolitica,Enlace de la defensa del voto,Morena,2018
brendaespinozalopez,escolaridad,Licenciatura,Economia,2008-2013
brendaespinozalopez,escolaridad,Tecnica,Contabilidad,2003-2006
brendaespinozalopez,escolaridad,Taller,Planeacion Estrategica,2016
brendaespinozalopez,escolaridad,Conferencia,Conferencia Nacional de Mejora Regulatoria Morelos,2014
brendaespinozalopez,escolaridad,Curso,El desarrollo de competencias estrategicas para la formacion de los futuros administradores,2011
leticiadiazaguilar,escolaridad,Carrera Trunca,Derecho,1986-1989
leticiadiazaguilar,escolaridad,Curso,"""Ley de Transparencia y Acceso a la informacion Publica del Distrito Federal"", ""Ley de Proteccion de datos personales para el Distrito Federal"" y ""Etica Publica""",2013
leticiadiazaguilar,escolaridad,Curso,"""Trabajo en equipo y manejo de conflictos / comunicacion eficaz/ gestion para el ""Trabajo en equipo y manejo de conflictos / comunicacion eficaz/ gestion para el desarrollo comunitario""",2014
leticiadiazaguilar,escolaridad,Curso,"""Curso de Oratoria""",2015
leticiadiazaguilar,escolaridad,Curso,"""Promotora de los Derechos Humanos de las Mujeres""",2017
leticiadiazaguilar,trayectoriapolitica,"Suplente, Asamblea Legislativa de la CDMX",No Proporciono,2009-2012
leticiadiazaguilar,trayectoriapolitica,Congresista Nacional,PRD,2011-2013
leticiadiazaguilar,trayectoriapolitica,Consejera Estatal,PRD,2014-2015
leticiadiazaguilar,trayectoriapolitica,"Suplente, Asamblea Legislativa de la CDMX",No Proporciono,2015-2018
leticiadiazaguilar,trayectoriapolitica,Enlace Seccional,MORENA,2016-2018
leticiadiazaguilar,trayectoriapolitica,Brigadista,MORENA,2017-2018
leticiadiazaguilar,administracionpublicafederal,Auxiliar Administrativo B,Camara de Diputados,2006-2009
leticiadiazaguilar,administracionpublicalocal,Concertador Politico,Direccion General de Gobierno,1999-203
leticiadiazaguilar,administracionpublicalocal,Coordinadora de Modulo,Asamblea Legislativa,2003-2006
lucioernestopalacioscordero,escolaridad,Licenciatura,Derecho,1995-1999
lucioernestopalacioscordero,escolaridad,Diplomado,Administracion de Procesos Electorales,2000
lucioernestopalacioscordero,escolaridad,Diplomado,Teoria y Practica Parlamentaria,2000-2001
lucioernestopalacioscordero,escolaridad,Diplomado,Analisis politico estrategico,2002
lucioernestopalacioscordero,escolaridad,Diplomado,Temas de Vanguardia en Desarrollo Social,2006
lucioernestopalacioscordero,escolaridad,Diplomado,Evaluacion de Impacto Legislativo,2007
lucioernestopalacioscordero,trayectoriapolitica,Candidato a Diputado Federal,PRD,2003
lucioernestopalacioscordero,trayectoriapolitica,Militante y fundador en la Delegacion Cuauhtemoc,MORENA,2012
luciodejesusjimenez,escolaridad,Secundaria,,No proporciono
susanabeatrizcuaxiloaserrano,escolaridad,Licenciatura,Educacion Media,1974
susanabeatrizcuaxiloaserrano,escolaridad,Diplomado,Educacion ambiental y salud,1987
