inic_edo,nom_edo,nombre,tipo_elec,onomastico,suplente,edo,ent,ent_2,correo,ext
jitr_zacatecas,joseisabeltrejoreyes_zacatecas,Dip. Jose Isabel Trejo Reyes,Representacion proporcional,09-abr-59,Gabriel Rodriguez Medina,Zacatecas,Circunscripcion:2,K-375,jose.trejo@diputados.gob.mx,59860
jmj_zacatecas,jacquelinamartinezjuarez_zacatecas,Dip. Jacquelina Martinez Juarez,Representacion proporcional,26-may-81,Soledad Barrios Venegas,Zacatecas,Circunscripcion:2,E-121,jacquelina.martinez@diputados.gob.mx,59885
mav_queretaro,marcosaguilarvega_queretaro,Dip. Marcos Aguilar Vega,Representacion proporcional,05-jul-72,Jorge Luis Alarcon Neve,Queretaro,Circunscripcion:2,J-334,marcos.aguilar@diputados.gob.mx,59916
svgc_aguascalientes,sylviavioletagarfiascedillo_aguascalientes,Dip. Sylvia Violeta Garfias Cedillo,Representacion proporcional,29-mar-75,Maria Fernanda De La Torre Delgado,Aguascalientes,Circunscripcion:2,B-025,sylvia.garfias@diputados.gob.mx,59886
vmpd_nuevo leon,victormanuelperezdiaz_nuevo leon,Dip. Victor Manuel Perez Diaz (LICENCIA),Representacion proporcional,01-jun-69,Eugenio Bueno Lozano(en funciones),Nuevo Leon,Circunscripcion:2,F-166,manuel.perez@diputados.gob.mx,57032
nah_tamaulipas,nohemialemanhernandez_tamaulipas,Dip. Nohemi Aleman Hernandez (LICENCIA),Representacion proporcional,03-feb-82,Priscilla Haydee Lagunas Cuellar(en funciones),Tamaulipas,Circunscripcion:2,C-076,nohemi.aleman@diputados.gob.mx,61176
xaz_san luis potosi,xavierazuarazuniga_san luis potosi,Dip. Xavier Azuara Zuniga,Representacion proporcional,16-sep-79,Adrian Sanchez Ramiro,San Luis Potosi,Circunscripcion:2,P-501,xavier.azuara@diputados.gob.mx,59907
sggg_coahuila,silviaguadalupegarzagalvan_coahuila,Dip. Silvia Guadalupe Garza Galvan,Representacion proporcional,05-jul-62,Concepcion Balderas Y Robles,Coahuila,Circunscripcion:2,H-247,silvia.garza@diputados.gob.mx,59966
ftg_guanajuato,fernandotorresgraciano_guanajuato,Dip. Fernando Torres Graciano,Representacion proporcional,27-ago-70,Edgardo Chaire Chavero,Guanajuato,Circunscripcion:2,I-289,fernando.torres@diputados.gob.mx,59890
imgv_nuevo leon,isabelmargaritaguerravillarreal_nuevo leon,Dip. Isabel Margarita Guerra Villarreal,Representacion proporcional,22-sep-75,Cecilia Sofia Robledo Suarez,Nuevo Leon,Circunscripcion:2,C-054,isabel.guerra@diputados.gob.mx,59900
jcmm_guanajuato,juancarlosmunozmarquez_guanajuato,Dip. Juan Carlos Munoz Marquez (LICENCIA),Representacion proporcional,30-nov-69,Carlos Elhier Cinta Rodriguez(en funciones),Guanajuato,Circunscripcion:2,F-167,juan.munoz@diputados.gob.mx,59915
faem_zacatecas,fridaalejandraesparzamarquez_zacatecas,Dip. Frida Alejandra Esparza Marquez,Representacion proporcional,05-nov-96,Maria Guadalupe Martinez Arias,Zacatecas,Circunscripcion:2,M-461,frida.esparza@diputados.gob.mx,55175
aom_aguascalientes,antonioortegamartinez_aguascalientes,Dip. Antonio Ortega Martinez,Representacion proporcional,28-jul-54,Jesus Josue Hernandez Medina,Aguascalientes,Circunscripcion:2,L-419,antonio.ortega@diputados.gob.mx,55107
plmd_nuevo leon,pilarlozanomacdonald_nuevo leon,Dip. Pilar Lozano Mac Donald,Representacion proporcional,10-oct-74,Maximina Gutierrez Tavares,Nuevo Leon,Circunscripcion:2,D-094,pilar.lozano@diputados.gob.mx,66381
mdjgg_zacatecas,ma.dejesusgarciaguardado_zacatecas,Dip. Ma. de Jesus Garcia Guardado,Representacion proporcional,03-abr-59,Ma. Guadalupe Adabache Reyes,Zacatecas,Circunscripcion:2,L-445,mariadejesus.garcia@diputados.gob.mx,61589
pptv_nuevo leon,pedropablotrevinovillarreal_nuevo leon,Dip. Pedro Pablo Trevino Villarreal,Representacion proporcional,13-jun-72,Sigfrido Macias Perez,Nuevo Leon,Circunscripcion:2,H-258,pedro.trevino@diputados.gob.mx,59481
ilag_nuevo leon,ivonnelilianaalvarezgarcia_nuevo leon,Dip. Ivonne Liliana Alvarez Garcia (LICENCIA),Representacion proporcional,25-abr-78,Rosa Elia Morales Tijerina(en funciones),Nuevo Leon,Circunscripcion:2,E-135,ivonne.alvarez@diputados.gob.mx,59485
mrmyt_tamaulipas,marianarodriguezmieryteran_tamaulipas,Dip. Mariana Rodriguez Mier Y Teran,Representacion proporcional,01-jun-76,Delia Margarita Siller Zuniga,Tamaulipas,Circunscripcion:2,B-035,mariana.rodriguez@diputados.gob.mx,59534
rimv_coahuila,rubenignaciomoreiravaldez_coahuila,Dip. Ruben Ignacio Moreira Valdez (LICENCIA),Representacion proporcional,18-abr-63,Ramon Verduzco Gonzalez,Coahuila,Circunscripcion:2,G-218,ruben.moreira@diputados.gob.mx,59470
fay_san luis potosi,frinneazuarayarzabal_san luis potosi,Dip. Frinne Azuara Yarzabal,Representacion proporcional,03-mar-56,Eugenia Guadalupe Aboytes Gonzalez,San Luis Potosi,Circunscripcion:2,A-012,frinne.azuara@diputados.gob.mx,59528
cpc_zacatecas,carlospavoncampos_zacatecas,Dip. Carlos Pavon Campos,Representacion proporcional,31-oct-55,Alberto Lugo Ledesma,Zacatecas,Circunscripcion:2,A-010,carlos.pavon@diputados.gob.mx,59544
mamc_queretaro,mariaalemanmunozcastillo_queretaro,Dip. Maria Aleman Munoz Castillo,Representacion proporcional,14-abr-90,Sonia Martha Lopez Villarreal,Queretaro,Circunscripcion:2,E-137,aleman.munoz@diputados.gob.mx,59532
lncc_san luis potosi,leninnelsoncamposcordova_san luis potosi,Dip. Lenin Nelson Campos Cordova,Representacion proporcional,08-ago-61,Ramiro  Miguel Hernandez,San Luis Potosi,Circunscripcion:2,I-299,lenin.campos@diputados.gob.mx,59530
ngs_aguascalientes,normaguelsaldivar_aguascalientes,Dip. Norma Guel Saldivar (LICENCIA),Representacion proporcional,24-abr-81,Lily Fabiola De La Rosa Cortes(en funciones),Aguascalientes,Circunscripcion:2,A-011,norma.guel@diputados.gob.mx,59502
caps_zacatecas,carlosalbertopuentesalas_zacatecas,Dip. Carlos Alberto Puente Salas,Representacion proporcional,16-dic-71,Enrique Fanjon Gonzalez,Zacatecas,Circunscripcion:2,I-298,carlos.puente@diputados.gob.mx,59608
bmg_guanajuato,beatrizmanriqueguevara_guanajuato,Dip. Beatriz Manrique Guevara (LICENCIA),Representacion proporcional,20-may-67,Zulma Espinoza Mata(en funciones),Guanajuato,Circunscripcion:2,H-253,beatriz.manrique@diputados.gob.mx,59616
ornm_zacatecas,oscarrafaelnovellamacias_zacatecas,Dip. Oscar Rafael Novella Macias (LICENCIA),Representacion proporcional,12-oct-84,Hugo Adrian Felix Pichardo(en funciones),Zacatecas,Circunscripcion:2,L-443,oscar.novella@diputados.gob.mx,61585
aav_san luis potosi,adrianaaguilarvazquez_san luis potosi,Dip. Adriana Aguilar Vazquez (LICENCIA),Representacion proporcional,20-jul-77,Maria Del Carmen Quiroz Rodriguez(en funciones),San Luis Potosi,Circunscripcion:2,M-495,aaguilar.vazquez@diputados.gob.mx,61658
mach_guanajuato,miguelangelchicoherrera_guanajuato,Dip. Miguel Angel Chico Herrera,Representacion proporcional,17-mar-61,Jose Javier Aguirre Gallardo,Guanajuato,Circunscripcion:2,K-382,miguel.chico@diputados.gob.mx,61316
lnvh_san luis potosi,lidianallelyvargashernandez_san luis potosi,Dip. Lidia Nallely Vargas Hernandez (LICENCIA),Representacion proporcional,03-ago-92,Alejandra Ramirez Rodriguez(en funciones),San Luis Potosi,Circunscripcion:2,M-490,lidia.vargas@diputados.gob.mx,61660
jirr_guanajuato,juanisraelramosruiz_guanajuato,Dip. Juan Israel Ramos Ruiz,Representacion proporcional,29-abr-73,Jaime Fernando Guerrero Gonzalez,Guanajuato,Circunscripcion:2,K-381,juan.ramos@diputados.gob.mx,61629
dedbv_coahuila,diegoeduardodelbosquevillarreal_coahuila,Dip. Diego Eduardo Del Bosque Villarreal,Representacion proporcional,21-feb-90,Raul Steel Ramirez Garza,Coahuila,Circunscripcion:2,M-492,diego.delbosque@diputados.gob.mx,61599
mcy_san luis potosi,martinacazarezyanez_san luis potosi,Dip. Martina Cazarez Yanez,Representacion proporcional,07-mar-70,Rosario Guadalupe Saenz Alvizo,San Luis Potosi,Circunscripcion:2,M-488,martina.cazarez@diputados.gob.mx,61656
mlvs_san luis potosi,marialuisavelozsilva_san luis potosi,Dip. Maria Luisa Veloz Silva,Representacion proporcional,26-ago-56,Adela Celeste Arthur Vivanco,San Luis Potosi,Circunscripcion:2,M-487,maria.veloz@diputados.gob.mx,61642
essd_nuevo leon,edelmirosantiagosantosdiaz_nuevo leon,Dip. Edelmiro Santiago Santos Diaz,Representacion proporcional,02-jul-60,Jose Antonio Leal Doria,Nuevo Leon,Circunscripcion:2,L-449,edelmiro.santos@diputados.gob.mx,61784
msg_coahuila,miroslavasanchezgalvan_coahuila,Dip. Miroslava Sanchez Galvan,Representacion proporcional,10-ago-57,Edna Laura Huerta Ruiz,Coahuila,Circunscripcion:2,M-493,miroslava.sanchez@diputados.gob.mx,61593
cfbm_san luis potosi,cuauhtlifernandobadillomoreno_san luis potosi,Dip. Cuauhtli Fernando Badillo Moreno (LICENCIA),Representacion proporcional,11-may-90,Rene Rogelio Mantecon Salas(en funciones),San Luis Potosi,Circunscripcion:2,M-489,cuauhtli.badillo@diputados.gob.mx,61662
feg_nuevo leon,franciscoelizondogarrido_nuevo leon,Dip. Francisco Elizondo Garrido,Representacion proporcional,17-ene-82,Arturo Arroyo Navarrete,Nuevo Leon,Circunscripcion:2,J-338,francisco.elizondo@diputados.gob.mx,61692
capl_yucatan,ceciliaanunciacionpatronlaviada_yucatan,Dip. Cecilia Anunciacion Patron Laviada,Representacion proporcional,25-mar-71,Maria Cristina Castillo Espinosa,Yucatan,Circunscripcion:3,F-161,cecilia.patron@diputados.gob.mx,59902
cavg_veracruz,carlosalbertovalenzuelagonzalez_veracruz,Dip. Carlos Alberto Valenzuela Gonzalez,Representacion proporcional,18-abr-83,Jose Ricardo Medina Hernandez,Veracruz,Circunscripcion:3,B-027,carlos.valenzuela@diputados.gob.mx,59969
andj_oaxaca,antonianatividaddiazjimenez_oaxaca,Dip. Antonia Natividad Diaz Jimenez,Representacion proporcional,13-jun-82,Laura Leticia Mendez Reyes,Oaxaca,Circunscripcion:3,B-029,antonia.diaz@diputados.gob.mx,59885
camv_chiapas,carlosalbertomoralesvazquez_chiapas,Dip. Carlos Alberto Morales Vazquez,Representacion proporcional,22-ago-72,Pedro Ameth Navarro Lara,Chiapas,Circunscripcion:3,J-335,carlos.morales@diputados.gob.mx,59080
mdrga_veracruz,mariadelrosarioguzmanaviles_veracruz,Dip. Maria Del Rosario Guzman Aviles,Representacion proporcional,20-nov-63,Noelia Garcia Escalante,Veracruz,Circunscripcion:3,H-243,rosario.guzman@diputados.gob.mx,59918
jdcgq_campeche,josedelcarmengomezquej_campeche,Dip. Jose Del Carmen Gomez Quej,Representacion proporcional,18-dic-57,Mario Enrique Pacheco Ceballos,Campeche,Circunscripcion:3,I-291,josedelcarmen.gomez@diputados.gob.mx,59903
dagm_oaxaca,dulcealejandragarciamorlan_oaxaca,Dip. Dulce Alejandra Garcia Morlan (LICENCIA),Representacion proporcional,05-dic-78,Irasema Aquino Gonzalez(en funciones),Oaxaca,Circunscripcion:3,A-003,dulce.garcia@diputados.gob.mx,59903
narz_veracruz,normaazucenarodriguezzamora_veracruz,Dip. Norma Azucena Rodriguez Zamora,Representacion proporcional,07-feb-86,Perla Eugenia Rodriguez Silva,Veracruz,Circunscripcion:3,M-460,azucena.rodriguez@diputados.gob.mx,62469
tmgc_oaxaca,teofilomanuelgarciacorpus_oaxaca,Dip. Teofilo Manuel Garcia Corpus,Representacion proporcional,06-feb-58,Luis Octavio Murat Macias,Oaxaca,Circunscripcion:3,L-455,teofilo.garcia@diputados.gob.mx,61753
dmmdlld_veracruz,dulcemariamendezdelaluzdauzon_veracruz,Dip. Dulce Maria Mendez De La Luz Dauzon,Representacion proporcional,06-oct-85,Mayra Angelica Amador Perez,Veracruz,Circunscripcion:3,F-172,dulce.mendez@diputados.gob.mx,62634
jog_veracruz,juanortizguarneros_veracruz,Dip. Juan Ortiz Guarneros,Representacion proporcional,25-sep-53,Alejandro Jesus Ceron Molina,Veracruz,Circunscripcion:3,C-065,juan.ortiz@diputados.gob.mx,59538
dmsr_yucatan,dulcemariasauririancho_yucatan,Dip. Dulce Maria Sauri Riancho,Representacion proporcional,14-ago-51,Julieta Famania Ruiz,Yucatan,Circunscripcion:3,P-509,dulce.sauri@diputados.gob.mx,5029
hyl_veracruz,hectoryuneslanda_veracruz,Dip. Hector Yunes Landa (LICENCIA),Representacion proporcional,27-oct-58,Edmundo Martinez Zaleta,Veracruz,Circunscripcion:3,F-175,hector.yunes@diputados.gob.mx,59416
spm_tabasco,sorayaperezmunguia_tabasco,Dip. Soraya Perez Munguia,Representacion proporcional,27-sep-77,Paloma Alejandra Franco Lopez,Tabasco,Circunscripcion:3,H-255,soraya.perez@diputados.gob.mx,59432
pgab_campeche,pabloguillermoangulobriceno_campeche,Dip. Pablo Guillermo Angulo Briceno,Representacion proporcional,01-ago-90,Vicente Exiquio Cruz Ramirez,Campeche,Circunscripcion:3,D-100,pablo.angulo@diputados.gob.mx,59458
aiv_veracruz,aniluingramvallines_veracruz,Dip. Anilu Ingram Vallines (LICENCIA),Representacion proporcional,26-ago-80,Mayusa Isolina Gonzalez Cauich(en funciones),Veracruz,Circunscripcion:3,D-096,anilu.ingram@diputados.gob.mx,59422
mlh_veracruz,manuellimonhernandez_veracruz,Dip. Manuel Limon Hernandez,Representacion proporcional,10-ene-46,Jose Julio Espinosa Morales,Veracruz,Circunscripcion:3,B-036,manuel.limon@diputados.gob.mx,59536
jegm_quintana roo,jorgeemiliogonzalezmartinez_quintana roo,Dip. Jorge Emilio Gonzalez Martinez (LICENCIA),Representacion proporcional,16-abr-72,Jorge Francisco Corona Mendez(en funciones),Quintana Roo,Circunscripcion:3,I-296,jemilio.gonzalez@diputados.gob.mx,59622
appdlp_quintana roo,anapatriciaperaltadelapena_quintana roo,Dip. Ana Patricia Peralta De La Pena,Representacion proporcional,24-jun-90,Paola De La Concepcion Palma Vazquez,Quintana Roo,Circunscripcion:3,J-339,ana.peralta@diputados.gob.mx,61562
egr_veracruz,edithgarciarosales_veracruz,Dip. Edith Garcia Rosales,Representacion proporcional,17-oct-92,Susana Lili Marquez Pineda,Veracruz,Circunscripcion:3,L-429,edith.garcia@diputados.gob.mx,61410
apc_oaxaca,alejandroponcecobos_oaxaca,Dip. Alejandro Ponce Cobos,Representacion proporcional,17-abr-72,Jose Amador Izundegui Ordonez,Oaxaca,Circunscripcion:3,J-346,alejandro.ponce@diputados.gob.mx,61204
pdcdlcd_chiapas,patriciadelcarmendelacruzdelucio_chiapas,Dip. Patricia Del Carmen De La Cruz Delucio,Representacion proporcional,21-jun-71,Yendi Nayeli Hernandez Solorzano,Chiapas,Circunscripcion:3,L-425,patricia.delacruz@diputados.gob.mx,61161
ism_oaxaca,iransantiagomanuel_oaxaca,Dip. Iran Santiago Manuel,Representacion proporcional,04-mar-85,Francisco Salinas Bautista,Oaxaca,Circunscripcion:3,I-306,iran.santiago@diputados.gob.mx,61190
lagm_veracruz,lizethamayraniguerramendez_veracruz,Dip. Lizeth Amayrani Guerra Mendez,Representacion proporcional,18-ene-94,Velia Laura Landeros Garcia,Veracruz,Circunscripcion:3,L-430,lizeth.guerra@diputados.gob.mx,61412
jca_veracruz,juliocarranzaareas_veracruz,Dip. Julio Carranza Areas,Representacion proporcional,14-mar-65,Carlos Alberto Vega Celorio,Veracruz,Circunscripcion:3,M-474,julio.carranza@diputados.gob.mx,61514
vmg_oaxaca,virginiamerinogarcia_oaxaca,Dip. Virginia Merino Garcia,Representacion proporcional,11-ene-86,--- --- ---,Oaxaca,Circunscripcion:3,J-347,virginia.merino@diputados.gob.mx,61186
mgv_veracruz,manuelgomezventura_veracruz,Dip. Manuel Gomez Ventura,Representacion proporcional,10-nov-66,Raul Athie Cisneros,Veracruz,Circunscripcion:3,K-391,mgomez.ventura@diputados.gob.mx,61510
ecma_chiapas,emeteriaclaudiamartinezaguilar_chiapas,Dip. Emeteria Claudia Martinez Aguilar,Representacion proporcional,03-mar-85,Damaris Del Rocio Vera Lara,Chiapas,Circunscripcion:3,L-426,emeteria.martinez@diputados.gob.mx,61153
ljas_quintana roo,luisjavieralegresalazar_quintana roo,Dip. Luis Javier Alegre Salazar,Representacion proporcional,04-feb-64,Wilbert Alberto Batun Chulim,Quintana Roo,Circunscripcion:3,I-308,luis.alegre@diputados.gob.mx,61202
gzs_oaxaca,gracielazavaletasanchez_oaxaca,Dip. Graciela Zavaleta Sanchez,Representacion proporcional,23-dic-46,Concepcion Sanchez Bartolo,Oaxaca,Circunscripcion:3,J-350,graciela.zavaleta@diputados.gob.mx,61188
csr_chiapas,cirosalesruiz_chiapas,Dip. Ciro Sales Ruiz (LICENCIA),Representacion proporcional,01-ene-74,Jorge Angel Sibaja Mendoza(en funciones),Chiapas,Circunscripcion:3,M-468,ciro.sales@diputados.gob.mx,61210
zov_veracruz,zairaochoavaldivia_veracruz,Dip. Zaira Ochoa Valdivia,Representacion proporcional,05-mar-73,Martha Rosa Morales Romero,Veracruz,Circunscripcion:3,L-436,zaira.ochoa@diputados.gob.mx,61402
maaz_chiapas,marcoantonioandradezavala_chiapas,Dip. Marco Antonio Andrade Zavala,Representacion proporcional,17-nov-72,Daniel Castillo De La Cruz,Chiapas,Circunscripcion:3,M-470,antonio.andrade@diputados.gob.mx,61163
rvc_veracruz,rosalbavalenciacruz_veracruz,Dip. Rosalba Valencia Cruz,Representacion proporcional,25-jul-65,Alma Valdivieso Medina,Veracruz,Circunscripcion:3,K-390,rosalba.valencia@diputados.gob.mx,61446
acc_oaxaca,armandocontrerascastillo_oaxaca,Dip. Armando Contreras Castillo,Representacion proporcional,13-abr-66,Luis Alberto Sosa Castillo,Oaxaca,Circunscripcion:3,H-259,acontreras.castillo@diputados.gob.mx,61192
era_tabasco,ediltrudisrodriguezarellano_tabasco,Dip. Ediltrudis Rodriguez Arellano,Representacion proporcional,23-jun-54,Cecileyvis Perez Portela,Tabasco,Circunscripcion:3,M-481,ediltrudis.rodriguez@diputados.gob.mx,61180
mamp_veracruz,marcoantoniomedinaperez_veracruz,Dip. Marco Antonio Medina Perez,Representacion proporcional,17-dic-58,Genaro Ibanez Martinez,Veracruz,Circunscripcion:3,K-394,marco.medina@diputados.gob.mx,61404
dgc_veracruz,dorhenygarciacayetano_veracruz,Dip. Dorheny Garcia Cayetano,Representacion proporcional,25-jul-90,Clementina Salazar Cruz,Veracruz,Circunscripcion:3,L-435,dorheny.garcia@diputados.gob.mx,61440
vbl_oaxaca,victorblaslopez_oaxaca,Dip. Victor Blas Lopez,Representacion proporcional,09-ago-65,Jorge Cruz Melendez,Oaxaca,Circunscripcion:3,I-304,victor.blas@diputados.gob.mx,61198
mmr_oaxaca,maribelmartinezruiz_oaxaca,Dip. Maribel Martinez Ruiz,Representacion proporcional,30-oct-72,Lucy Hernandez Perez,Oaxaca,Circunscripcion:3,B-050,mmartinez.ruiz@diputados.gob.mx,62024
jrh_ciudad de mexico,jorgeromeroherrera_ciudad de mexico,Dip. Jorge Romero Herrera,Representacion proporcional,03-ene-79,Mario Enrique Sanchez Flores,Ciudad de Mexico,Circunscripcion:4,D-088,jromero.herrera@diputados.gob.mx,59906
adf_tlaxcala,adrianadavilafernandez_tlaxcala,Dip. Adriana Davila Fernandez,Representacion proporcional,30-dic-70,Bibian Eunice Ordaz Llanes,Tlaxcala,Circunscripcion:4,G-207,adriana.davila@diputados.gob.mx,59968
maac_morelos,marcoantonioadamecastillo_morelos,Dip. Marco Antonio Adame Castillo,Representacion proporcional,06-dic-60,Andres Diaz Larios,Morelos,Circunscripcion:4,C-055,marco.adame@diputados.gob.mx,59910
vmsr_puebla,veronicamariasobradorodriguez_puebla,Dip. Veronica Maria Sobrado Rodriguez,Representacion proporcional,07-mar-70,Yolanda Rodriguez De Jesus,Puebla,Circunscripcion:4,E-122,veronica.sobrado@diputados.gob.mx,59901
ccm_tlaxcala,carloscarreonmejia_tlaxcala,Dip. Carlos Carreon Mejia,Representacion proporcional,27-may-73,Raymundo Bolanos Azocar,Tlaxcala,Circunscripcion:4,J-332,carlos.carreon@diputados.gob.mx,59914
alrm_ciudad de mexico,analuciariojasmartinez_ciudad de mexico,Dip. Ana Lucia Riojas Martinez,Representacion proporcional,25-feb-88,Imelda Noemi Gonzalez Barreras,Ciudad de Mexico,Circunscripcion:4,L-422,lucia.riojas@diputados.gob.mx,67167
odmt_morelos,oscardanielmartinezterrazas_morelos,Dip. Oscar Daniel Martinez Terrazas,Representacion proporcional,17-ene-86,Angelo Gutierrez Hernandez,Morelos,Circunscripcion:4,H-250,oscar.martinez@diputados.gob.mx,59916
hsc_ciudad de mexico,hectorserranocortes_ciudad de mexico,Dip. Hector Serrano Cortes,Representacion proporcional,22-abr-62,Lauro Antonio Martinez Salas,Ciudad de Mexico,Circunscripcion:4,K-380,hector.serrano@diputados.gob.mx,62100
jmr_ciudad de mexico,julietamaciasrabago_ciudad de mexico,Dip. Julieta Macias Rabago,Representacion proporcional,05-oct-71,Mariana Ivonne Breton Hernandez,Ciudad de Mexico,Circunscripcion:4,D-095,julieta.macias@diputados.gob.mx,53062/8334
matg_ciudad de mexico,mauricioalonsotoledogutierrez_ciudad de mexico,Dip. Mauricio Alonso Toledo Gutierrez,Representacion proporcional,19-jun-80,Benito Ocampo Olivares,Ciudad de Mexico,Circunscripcion:4,H-252,mauricio.toledo@diputados.gob.mx,55125
lerm_ciudad de mexico,luzestefaniarosasmartinez_ciudad de mexico,Dip. Luz Estefania Rosas Martinez,Representacion proporcional,22-ago-95,Gabriela Scarlett Perez Perez,Ciudad de Mexico,Circunscripcion:4,L-456,luz.rosas@diputados.gob.mx,55116
mtm_ciudad de mexico,marthataglemartinez_ciudad de mexico,Dip. Martha Tagle Martinez,Representacion proporcional,26-nov-73,Lucia Alejandra Puente Garcia,Ciudad de Mexico,Circunscripcion:4,D-091,martha.tagle@diputados.gob.mx,62642
lmg_ciudad de mexico,lauramartinezgonzalez_ciudad de mexico,Dip. Laura Martinez Gonzalez,Representacion proporcional,15-ene-70,Maria Hilda Penaloza Martinez,Ciudad de Mexico,Circunscripcion:4,K-397,laura.martinez@diputados.gob.mx,61274
mlsp_puebla,marialucerosaldanaperez_puebla,Dip. Maria Lucero Saldana Perez,Representacion proporcional,18-ene-57,Iris Orihuela Perez,Puebla,Circunscripcion:4,H-256,lucero.saldana@diputados.gob.mx,59418
fgf_ciudad de mexico,fernandogalindofavela_ciudad de mexico,Dip. Fernando Galindo Favela,Representacion proporcional,06-may-78,Luis Madrazo Lajous,Ciudad de Mexico,Circunscripcion:4,G-216,fernando.galindo@diputados.gob.mx,59479
cilc_ciudad de mexico,cynthiailianalopezcastro_ciudad de mexico,Dip. Cynthia Iliana Lopez Castro,Representacion proporcional,18-feb-87,Jessica Camarero Morales,Ciudad de Mexico,Circunscripcion:4,B-037,cynthia.lopez@diputados.gob.mx,59506
rjc_guerrero,renejuarezcisneros_guerrero,Dip. Rene Juarez Cisneros,Representacion proporcional,08-jun-56,Paul Ospital Carrera,Guerrero,Circunscripcion:4,F-176,rene.juarez@diputados.gob.mx,59410
cpb_ciudad de mexico,claudiapastorbadilla_ciudad de mexico,Dip. Claudia Pastor Badilla,Representacion proporcional,01-dic-70,Myrna Yvet Torres Camacho,Ciudad de Mexico,Circunscripcion:4,J-342,claudia.pastor@diputados.gob.mx,59508
lelcm_puebla,luiseleusisleonidascordovamoran_puebla,Dip. Luis Eleusis Leonidas Cordova Moran,Representacion proporcional,26-sep-49,Eduardo Zarate Salgado,Puebla,Circunscripcion:4,I-300,eleusis.cordova@diputados.gob.mx,59524
aeyv_ciudad de mexico,arturoescobaryvega_ciudad de mexico,Dip. Arturo Escobar y Vega,Representacion proporcional,23-abr-70,Omar Sesai Jimenez Santos,Ciudad de Mexico,Circunscripcion:4,I-297,arturo.escobar@diputados.gob.mx,59606
nafc_ciudad de mexico,nayeliarlenfernandezcruz_ciudad de mexico,Dip. Nayeli Arlen Fernandez Cruz,Representacion proporcional,16-ene-84,Veronica Guadalupe Brunt Gonzalez,Ciudad de Mexico,Circunscripcion:4,J-340,nayeli.fernandez@diputados.gob.mx,59610
mblc_ciudad de mexico,mariabeatrizlopezchavez_ciudad de mexico,Dip. Maria Beatriz Lopez Chavez,Representacion proporcional,18-ago-73,Mercedes Sanchez Garcia,Ciudad de Mexico,Circunscripcion:4,L-442,beatriz.lopez@diputados.gob.mx,61258
scm_morelos,samuelcalderonmedina_morelos,Dip. Samuel Calderon Medina,Representacion proporcional,27-dic-51,Amando Embarcadero Perez,Morelos,Circunscripcion:4,F-178,samuel.calderon@diputados.gob.mx,61352
rdpvm_ciudad de mexico,rociodelpilarvillarauzmartinez_ciudad de mexico,Dip. Rocio del Pilar Villarauz Martinez,Representacion proporcional,12-dic-77,--- --- ---,Ciudad de Mexico,Circunscripcion:4,F-185,rocio.villarauz@diputados.gob.mx,61248
dbr_puebla,davidbautistarivera_puebla,Dip. David Bautista Rivera,Representacion proporcional,27-mar-81,Benjamin Garcia Vazquez,Puebla,Circunscripcion:4,B-042,david.bautista@diputados.gob.mx,61551
bel_morelos,brendaespinozalopez_morelos,Dip. Brenda Espinoza Lopez,Representacion proporcional,19-jun-88,Rocio Carolina Pozos Ponce,Morelos,Circunscripcion:4,F-180,brenda.espinoza@diputados.gob.mx,61268
mimv_puebla,moisesignaciomiervelazco_puebla,Dip. Moises Ignacio Mier Velazco,Representacion proporcional,04-ene-61,Jose Alfonso Suarez Del Real  Y Aguilera,Puebla,Circunscripcion:4,I-309,moises.mier@diputados.gob.mx,1862
lda_ciudad de mexico,leticiadiazaguilar_ciudad de mexico,Dip. Leticia Diaz Aguilar,Representacion proporcional,20-mar-64,Ana Lilia Flores Galindo,Ciudad de Mexico,Circunscripcion:4,K-398,leticia.diaz@diputados.gob.mx,61280
lepc_ciudad de mexico,lucioernestopalacioscordero_ciudad de mexico,Dip. Lucio Ernesto Palacios Cordero,Representacion proporcional,07-jul-77,Jose Alejandro Esquivel Diaz,Ciudad de Mexico,Circunscripcion:4,H-267,ernesto.palacios@diputados.gob.mx,61298
gcb_ciudad de mexico,gabrielacuevasbarron_ciudad de mexico,Dip. Gabriela Cuevas Barron,Representacion proporcional,03-abr-79,Brenda Estefan Martinez,Ciudad de Mexico,Circunscripcion:4,E-144,gabriela.cuevas@diputados.gob.mx,61300
ldjj_ciudad de mexico,luciodejesusjimenez_ciudad de mexico,Dip. Lucio De Jesus Jimenez,Representacion proporcional,15-dic-70,Juan Manuel Hernandez Cruz,Ciudad de Mexico,Circunscripcion:4,E-143,lucio.dejesus@diputados.gob.mx,61270
sbcs_puebla,susanabeatrizcuaxiloaserrano_puebla,Dip. Susana Beatriz Cuaxiloa Serrano,Representacion proporcional,19-ene-52,Maria Esther Gonzalez Avendano,Puebla,Circunscripcion:4,C-071,susana.cuaxiloa@diputados.gob.mx,61545
pml_ciudad de mexico,porfiriomunozledo_ciudad de mexico,Dip. Porfirio Munoz Ledo,Representacion proporcional,23-jul-33,Jose Agustin Ortiz Pinchetti,Ciudad de Mexico,Circunscripcion:4,H-273,porfirio.munozledo@diputados.gob.mx,59486
