CURP,Nombre,TipoLegislacion,Partido_x,FechaNacimiento_x,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura,inic_edo,nom_edo,tipo_elec,FechaNacimiento_y,edo,ent,Partido_y,N°,Grupo Parlamentario,Entidad federativa,Distrito / Circunscripción,Tipo de elección,Releccion 
GMMMG,Maiella Martha Gabriela Gomez Maldonado,Diputada Propietario,Sin Partido,01/01/1900, ,Mayoría Relativa, Puebla Distrito: 2 (Cuautilulco Barrio) ,Licenciatura,Ciencias de la salud,LXIV,29/08/2018,31/08/2021,mmggm_puebla,maiellamarthagabrielagomezmaldonado_puebla,Mayoria Relativa,26/09/1974,Puebla,Distrito:2,,279,MC,Puebla,Distrito 2,Mayoría relativa,SI
GVM,Manuel Gomez Ventura,Diputado Propietario,Morena,10/11/1966, Tabasco ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021,mgv_veracruz,manuelgomezventura_veracruz,Representacion proporcional,10/11/1966,Veracruz,Circunscripcion:3,,282,MORENA,Veracruz,3ª Circunscripción,Representación proporcional,SI
HMM,Manuel Huerta Martinez,Diputado Propietario,PT,01/01/1900, ,Representación Proporcional, Guerrero Circunscripción: Cuarta ,Licenciatura,Ciencias de la salud,LXIV,29/08/2018,31/08/2021,mhm_guerrero,manuelhuertamartinez_guerrero,Representacion proporcional,02/12/1963,Guerrero,Circunscripcion:4,,283,PT,Guerrero,4ª Circunscripción,Representación proporcional,SI
LHM,Manuel Limon Hernandez,Diputado Propietario,PRI,10/01/1946, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Preparatoria,,LXIV,29/08/2018,31/08/2021,mlh_veracruz,manuellimonhernandez_veracruz,Representacion proporcional,10/01/1946,Veracruz,Circunscripcion:3,,,,,,,
LCM,Manuel Lopez Castillo,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Sonora Circunscripción: Primera ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,mlc_sonora,manuellopezcastillo_sonora,Representacion proporcional,12/02/1948,Sonora,Circunscripcion:1,,284,MORENA,Sonora,1ª Circunscripción,Representación proporcional,SI
RGM,Manuel Rodriguez Gonzalez,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Tabasco Distrito: 4 (Villahermosa) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021,mrg_tabasco,manuelrodriguezgonzalez_tabasco,Mayoria Relativa,26/10/1966,Tabasco,Distrito:4,,285,MORENA,Tabasco,Distrito 4,Mayoría relativa,SI
ONMdC,Manuela del Carmen Obrador Narvaez,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Chiapas Distrito: 1 (Palenque) ,Licenciatura,Económico-financiera,LXIV,29/08/2018,31/08/2021,mdcon_chiapas,manueladelcarmenobradornarvaez_chiapas,Mayoria Relativa,12/06/1971,Chiapas,Distrito:1,,280,MORENA,Chiapas,Distrito 1,Mayoría relativa,SI
VGMG,Marcela Guillermina Velasco Gonzalez,Diputada Propietario,PRI,01/01/1900, ,Representación Proporcional, México Circunscripción: Quinta ,Maestría,Administración y contaduría,LXIV,29/08/2018,31/08/2021,mgvg_mexico,marcelaguillerminavelascogonzalez_mexico,Representacion proporcional,25/06/1952,Mexico,Circunscripcion:5,,286,PRI,México,5ª Circunscripción,Representación proporcional,SI
RHM,Marcelino Rivera Hernandez,Diputado Propietario,PAN,26/04/1984, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 7 (Tamazunchale) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,mrh_san luis potosi,marcelinoriverahernandez_san luis potosi,Mayoria Relativa,26/04/1984,San Luis Potosi,Distrito:7,,287,PAN,San Luis Potosí,Distrito 7,Mayoría relativa,SI
AZMA,Marco Antonio Andrade Zavala,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021,maaz_chiapas,marcoantonioandradezavala_chiapas,Representacion proporcional,17/11/1972,Chiapas,Circunscripcion:3,,288,MORENA,Chiapas,3ª Circunscripción,Representación proporcional,SI
GRMA,Marco Antonio Gonzalez Reyes,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Psicología,LXIV,29/08/2018,31/08/2021,magr_mexico,marcoantoniogonzalezreyes_mexico,Representacion proporcional,07/11/1980,Mexico,Circunscripcion:5,,291,MORENA,México,5ª Circunscripción,Representación proporcional,SI
GAMA,Marco Antonio Gomez Alcantar,Diputado Propietario,PVEM,01/01/1900, ,Representación Proporcional, Sinaloa Circunscripción: Primera ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,maga_sinaloa,marcoantoniogomezalcantar_sinaloa,Representacion proporcional,18/04/1972,Sinaloa,Circunscripcion:1,,290,PVEM,Sinaloa,1ª Circunscripción,Representación proporcional,SI
MPMA,Marco Antonio Medina Perez,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Pasante/Licenciatura trunca,Económico-financiera,LXIV,29/08/2018,31/08/2021,mamp_veracruz,marcoantoniomedinaperez_veracruz,Representacion proporcional,17/12/1958,Veracruz,Circunscripcion:3,,292,MORENA,Veracruz,3ª Circunscripción,Representación proporcional,SI
RCMA,Marco Antonio Reyes Colin,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 40 (San Miguel Zinacantepec) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,marc_mexico,marcoantonioreyescolin_mexico,Mayoria Relativa,18/05/1981,Mexico,Distrito:40,,293,MORENA,México,Distrito 40,Mayoría relativa,SI
GGM,Margarita Garcia Garcia,Diputada Propietario,PT,01/01/1900, ,Mayoría Relativa, Oaxaca Distrito: 3 (Heroica Ciudad de Huajuapan de León) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,mgg_oaxaca,margaritagarciagarcia_oaxaca,Mayoria Relativa,26/01/1966,Oaxaca,Distrito:3,,296,PT,Oaxaca,Distrito 3,Mayoría relativa,SI
RMTM,Mariana Rodriguez Mier y Teran,Diputada Propietario,PRI,01/01/1900, ,Representación Proporcional, Tamaulipas Circunscripción: Segunda ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021,mrmyt_tamaulipas,marianarodriguezmieryteran_tamaulipas,Representacion proporcional,01/06/1976,Tamaulipas,Circunscripcion:2,,322,PRI,Tamaulipas,2ª Circunscripción,Representación proporcional,SI
ACM,Maribel Aguilera Chairez,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Durango Distrito: 3 (Guadalupe Victoria) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,mac_durango,maribelaguilerachairez_durango,Mayoria Relativa,20/12/1977,Durango,Distrito:3,,328,MORENA,Durango,Distrito 3,Mayoría relativa,SI
MRM,Maribel Martinez Ruiz,Diputada Propietario,PT,01/01/1900, ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Maestría,Psicología,LXIV,29/08/2018,31/08/2021,mmr_oaxaca,maribelmartinezruiz_oaxaca,Representacion proporcional,30/10/1972,Oaxaca,Circunscripcion:3,,329,PT,Oaxaca,3ª Circunscripción,Representación proporcional,SI
RGM,Maricruz Roblero Gordillo,Diputada Propietario,PT,01/01/1900, ,Mayoría Relativa, Chiapas Distrito: 13 (Huehuetán) ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,mrg_chiapas,maricruzroblerogordillo_chiapas,Mayoria Relativa,26/10/1966,Chiapas,Distrito:13,,330,PT,Chiapas,Distrito 13,Mayoría relativa,SI
RCMA,Mario Alberto Rodriguez Carrillo,Diputado Propietario,MC,14/03/1967, ,Mayoría Relativa, Jalisco Distrito: 4 (Zapopan) ,Doctorado,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,marc_jalisco,marioalbertorodriguezcarrillo_jalisco,Mayoria Relativa,14/03/1967,Jalisco,Distrito:4,,332,MC,Jalisco,Distrito 4,Mayoría relativa,SI
MGMI,Mario Ismael Moreno Gil,Diputado Propietario,Morena,17/06/1948, ,Mayoría Relativa, Baja California Distrito: 5 (Tijuana) ,Pasante/Licenciatura trunca,Arquitectura y diseño,LXIV,29/08/2018,31/08/2021,mimg_baja california,marioismaelmorenogil_baja california,Mayoria Relativa,17/06/1948,Baja California,Distrito:5,,333,MORENA,Baja California,Distrito 5,Mayoría relativa,SI
MCM,Mario Mata Carrasco,Diputado Propietario,PAN,01/01/1900, ,Mayoría Relativa, Chihuahua Distrito: 5 (Delicias) ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021,mmc_chihuahua,mariomatacarrasco_chihuahua,Mayoria Relativa,20/03/1962,Chihuahua,Distrito:5,,334,PAN,Chihuahua,Distrito 5,Mayoría relativa,SI
ZMMA,Martha Angelica Zamudio Macias,Diputada Propietario,MC,01/01/1900, ,Representación Proporcional, Jalisco Circunscripción: Primera ,Pasante/Licenciatura trunca,Administración y contaduría,LXIV,29/08/2018,31/08/2021,mazm_jalisco,marthaangelicazamudiomacias_jalisco,Representacion proporcional,24/02/1957,Jalisco,Circunscripcion:1,,335,MC,Jalisco,1ª Circunscripción,Representación proporcional,SI
RCME,Martha Estela Romo Cuellar,Diputada Propietario,PAN,01/01/1900, ,Mayoría Relativa, Jalisco Distrito: 2 (Lagos de Moreno) ,Licenciatura,Ciencias de la salud,LXIV,29/08/2018,31/08/2021,merc_jalisco,marthaestelaromocuellar_jalisco,Mayoria Relativa,14/03/1985,Jalisco,Distrito:2,,337,PAN,Jalisco,Distrito 2,Mayoría relativa,SI
GCMH,Martha Hortencia Garay Cadena,Diputada Propietario,PRI,01/01/1900, ,Mayoría Relativa, Coahuila Distrito: 4 (Saltillo) ,Técnico,Otra,LXIV,29/08/2018,31/08/2021,mhgc_coahuila,marthahortenciagaraycadena_coahuila,Mayoria Relativa,03/04/1955,Coahuila,Distrito:4,,,,,,,
GVMO,Martha Olivia Garcia Vidaña,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Durango Distrito: 1 (Victoria de Durango) ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021,mogv_durango,marthaoliviagarciavidana_durango,Mayoria Relativa,04/05/1969,Durango,Distrito:1,,340,MORENA,Durango,Distrito 1,Mayoría relativa,SI
RLMP,Martha Patricia Ramirez Lucero,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Baja California Circunscripción: Primera ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,mprl_baja california,marthapatriciaramirezlucero_baja california,Representacion proporcional,03/09/1952,Baja California,Circunscripcion:1,,,,,,,
ROM,Martha Robles Ortiz,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 29 (Ciudad Nezahualcóyotl) ,,,LXIV,29/08/2018,31/08/2021,mro_mexico,martharoblesortiz_mexico,Mayoria Relativa,25/04/1962,Mexico,Distrito:29,,341,MORENA,México,Distrito 29,Mayoría relativa,SI
CYM,Martina Cazarez Yañez,Diputada Propietario,Morena,07/03/1970, Tamaulipas ,Representación Proporcional, San Luis Potosí Circunscripción: Segunda ,,,LXIV,29/08/2018,31/08/2021,mcy_san luis potosi,martinacazarezyanez_san luis potosi,Representacion proporcional,07/03/1970,San Luis Potosi,Circunscripcion:2,,342,MORENA,San Luis Potosí,2ª Circunscripción,Representación proporcional,SI
BMMC,Mary Carmen Bernal Martinez,Diputada Propietario,PT,01/01/1900, ,Mayoría Relativa, Michoacán Distrito: 3 (Heróica Zitácuaro) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,mcbm_michoacan,marycarmenbernalmartinez_michoacan,Mayoria Relativa,24/08/1984,Michoacan,Distrito:3,,343,PT,Michoacán,Distrito 3,Mayoría relativa,SI
AMCM,Maria Aleman Muñoz Castillo,Diputada Propietario,PRI,01/01/1900, ,Representación Proporcional, Querétaro Circunscripción: Segunda ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,mamc_queretaro,mariaalemanmunozcastillo_queretaro,Representacion proporcional,14/04/1990,Queretaro,Circunscripcion:2,,297,PRI,Querétaro,2ª Circunscripción,Representación proporcional,SI
LCMB,Maria Beatriz Lopez Chavez,Diputada Propietario,Morena,18/08/1973, Distrito Federal ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Licenciatura,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,mblc_ciudad de mexico,mariabeatrizlopezchavez_ciudad de mexico,Representacion proporcional,18/08/1973,Ciudad de Mexico,Circunscripcion:4,,298,MORENA,Ciudad de México,4ª Circunscripción,Representación proporcional,SI
ESMB,Maria Bertha Espinoza Segura,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Veracruz Distrito: 3 (Tuxpan de Rodríguez Cano) ,Pasante/Licenciatura trunca,Administración y contaduría,LXIV,29/08/2018,31/08/2021,mbes_veracruz,mariaberthaespinozasegura_veracruz,Mayoria Relativa,15/11/1957,Veracruz,Distrito:3,,299,MORENA,Veracruz,Distrito 3,Mayoría relativa,SI
CPM,Maria Chavez Perez,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Maestría,Administración y contaduría,LXIV,29/08/2018,31/08/2021,mcp_michoacan,mariachavezperez_michoacan,Representacion proporcional,15/08/1963,Michoacan,Circunscripcion:5,,300,MORENA,Michoacán,5ª Circunscripción,Representación proporcional,SI
DGME,Maria Elizabeth Diaz Garcia,Diputada Propietario,Morena,01/01/1900, México ,Mayoría Relativa, México Distrito: 13 (Ecatepec de Morelos) ,Preparatoria,,LXIV,29/08/2018,31/08/2021,medg_mexico,mariaelizabethdiazgarcia_mexico,Mayoria Relativa,10/02/1971,Mexico,Distrito:13,,307,MORENA,México,Distrito 13,Mayoría relativa,SI
MCME,Maria Esther Mejia Cruz,Diputada Propietario,Morena,08/07/1956, ,Mayoría Relativa, Chihuahua Distrito: 1 (Juárez) ,Licenciatura,Económico-financiera,LXIV,29/08/2018,31/08/2021,memc_chihuahua,mariaesthermejiacruz_chihuahua,Mayoria Relativa,08/07/1956,Chihuahua,Distrito:1,,309,MORENA,Chihuahua,Distrito 1,Mayoría relativa,SI
HPME,Maria Eugenia Hernandez Perez,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 11 (Ecatepec de Morelos) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,mehp_mexico,mariaeugeniahernandezperez_mexico,Mayoria Relativa,20/03/1961,Mexico,Distrito:11,,310,MORENA,México,Distrito 11,Mayoría relativa,SI
COMGE,Maria Guadalupe Edith Castañeda Ortiz,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, México Circunscripción: Quinta ,Doctorado,Humanidades,LXIV,29/08/2018,31/08/2021,mgeco_mexico,mariaguadalupeedithcastanedaortiz_mexico,Representacion proporcional,12/12/1965,Mexico,Circunscripcion:5,,313,MORENA,México,5ª Circunscripción,Representación proporcional,SI
RÁMG,Maria Guadalupe Roman Avila,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 17 (Ecatepec de Morelos) ,Técnico,Administración y contaduría,LXIV,29/08/2018,31/08/2021,mgra_mexico,mariaguadaluperomanavila_mexico,Mayoria Relativa,24/02/1973,Mexico,Distrito:17,,314,MORENA,México,Distrito 17,Mayoría relativa,SI
AMMG,Maria Guillermina Alvarado Moreno,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Nuevo León Distrito: 2 (Apodaca) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,mgam_nuevo leon,mariaguillerminaalvaradomoreno_nuevo leon,Mayoria Relativa,26/12/1968,Nuevo Leon,Distrito:2,,315,MORENA,Nuevo León,Distrito 2,Mayoría relativa,SI
AMMI,Maria Isabel Alfaro Morales,Diputada Propietario,Morena,24/02/1966, ,Mayoría Relativa, Hidalgo Distrito: 4 (Tulancingo de Bravo) ,Preparatoria,,LXIV,29/08/2018,31/08/2021,miam_hidalgo,mariaisabelalfaromorales_hidalgo,Mayoria Relativa,24/02/1966,Hidalgo,Distrito:4,,316,MORENA,Hidalgo,Distrito 4,Mayoría relativa,SI
GAML,Maria Libier Gonzalez Anaya,Diputada Propietario,MC,27/03/1954, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Maestría,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,mlga_jalisco,marialibiergonzalezanaya_jalisco,Representacion proporcional,27/03/1954,Jalisco,Circunscripcion:1,,317,MC,Jalisco,1ª Circunscripción,Representación proporcional,SI
SMML,Maria Liduvina Sandoval Mendoza,Diputada Propietario,PAN,01/01/1900, ,Representación Proporcional, Colima Circunscripción: Quinta ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,mlsm_colima,marialiduvinasandovalmendoza_colima,Representacion proporcional,24/01/1976,Colima,Circunscripcion:5,,318,PAN,Colima,5ª Circunscripción,Representación proporcional,SI
VSML,Maria Luisa Veloz Silva,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, San Luis Potosí Circunscripción: Segunda ,,,LXIV,29/08/2018,31/08/2021,mlvs_san luis potosi,marialuisavelozsilva_san luis potosi,Representacion proporcional,26/08/1956,San Luis Potosi,Circunscripcion:2,,,,,,,
SBMM,Maria Marivel Solis Barrera,Diputado,Morena,01/01/1900, ,Representación Proporcional, Hidalgo Circunscripción: Quinta ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021,mmsb_hidalgo,mariamarivelsolisbarrera_hidalgo,Representacion proporcional,03/01/1959,Hidalgo,Circunscripcion:5,,320,MORENA,Hidalgo,5ª Circunscripción,Representación proporcional,SI
JPMR,Maria Roselia Jimenez Perez,Diputada Propietario,PT,01/01/1900, ,Mayoría Relativa, Chiapas Distrito: 8 (Comitán de Domínguez) ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,mrjp_chiapas,mariaroseliajimenezperez_chiapas,Mayoria Relativa,30/08/1959,Chiapas,Distrito:8,,323,PT,Chiapas,Distrito 8,Mayoría relativa,SI
LPMT,Maria Teresa Lopez Perez,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Jalisco Circunscripción: Primera ,Maestría,Humanidades,LXIV,29/08/2018,31/08/2021,mtlp_jalisco,mariateresalopezperez_jalisco,Representacion proporcional,30/12/1940,Jalisco,Circunscripcion:1,,324,MORENA,Jalisco,1ª Circunscripción,Representación proporcional,SI
MMMT,Maria Teresa Maru Mejia,Diputada Propietario,PT,01/01/1900, ,Mayoría Relativa, México Distrito: 3 (Atlacomulco de Fabela) ,Pasante/Licenciatura trunca,Administración y contaduría,LXIV,29/08/2018,31/08/2021,mtmm_mexico,mariateresamarumejia_mexico,Mayoria Relativa,29/10/1958,Mexico,Distrito:3,,325,PT,México,Distrito 3,Mayoría relativa,SI
MRMTRR,Maria Teresa Rebeca Rosa Mora Rios,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 22 (Naucalpan de Juárez) ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021,mtrrmr_mexico,mariateresarebecarosamorarios_mexico,Mayoria Relativa,11/05/1952,Mexico,Distrito:22,,326,MORENA,México,22,Mayoría relativa,SI
BZMW,Maria Wendy Briceño Zuloaga,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Sonora Distrito: 5 (Hermosillo) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,mwbz_sonora,mariawendybricenozuloaga_sonora,Mayoria Relativa,15/09/1978,Sonora,Distrito:5,,327,MORENA,Sonora,Distrito 5,Mayoría relativa,SI
GVMdlA,Maria de los Angeles Gutierrez Valdez,Diputada Propietario,PAN,01/01/1900, ,Mayoría Relativa, Chihuahua Distrito: 9 (Hidalgo del Parral) ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,mdlagv_chihuahua,mariadelosangelesgutierrezvaldez_chihuahua,Mayoria Relativa,08/03/1962,Chihuahua,Distrito:9,,303,PAN,Chihuahua,Distrito 9,Mayoría relativa,SI
HdRMdlÁ,Maria de los Angeles Huerta del Rio,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 24 (Naucalpan de Juárez) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,mdlahdr_mexico,mariadelosangeleshuertadelrio_mexico,Mayoria Relativa,10/08/1962,Mexico,Distrito:24,,304,MORENA,México,Distrito 24,Mayoría relativa,SI
BPMdC,Maria del Carmen Bautista Pelaez,Diputada Propietario,Morena,03/04/1991, ,Mayoría Relativa, Oaxaca Distrito: 9 (Puerto Escondido) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,mdcbp_oaxaca,mariadelcarmenbautistapelaez_oaxaca,Mayoria Relativa,04/04/1991,Oaxaca,Distrito:9,,302,MORENA,Oaxaca,Distrito 9,Mayoría relativa,SI
TGMA,Mauricio Alonso Toledo Gutierrez,Diputado Propietario,PT,19/06/1980, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,matg_ciudad de mexico,mauricioalonsotoledogutierrez_ciudad de mexico,Representacion proporcional,19/06/1980,Ciudad de Mexico,Circunscripcion:4,,345,PT,Ciudad de México,4ª Circunscripción,Representación proporcional,SI
ACM,Maximino Alejandro Candelaria,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Secundaria,,LXIV,29/08/2018,31/08/2021,mac_ciudad de mexico,maximinoalejandrocandelaria_ciudad de mexico,Representacion proporcional,08/01/1977,Ciudad de Mexico,Circunscripcion:4,,346,MORENA,Ciudad de México,4ª Circunscripción,Representación proporcional,SI
FZMN,Melba Nelia Farias Zambrano,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Coahuila Distrito: 3 (Monclova) ,Licenciatura,Ciencias de la salud,LXIV,29/08/2018,31/08/2021,mnfz_coahuila,melbaneliafariaszambrano_coahuila,Mayoria Relativa,06/07/1955,Coahuila,Distrito:3,,347,MORENA,Coahuila,Distrito 3,Mayoría relativa,SI
RBMA,Miguel Alonso Riggs Baeza,Diputado Propietario,PAN,27/10/1975, ,Mayoría Relativa, Chihuahua Distrito: 6 (Chihuahua) ,Maestría,Administración y contaduría,LXIV,29/08/2018,31/08/2021,marb_chihuahua,miguelalonsoriggsbaeza_chihuahua,Mayoria Relativa,27/10/1975,Chihuahua,Distrito:6,,349,PAN,Chihuahua,Distrito 6,Mayoría relativa,SI
JVMP,Miguel Pavel Jarero Velazquez,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Nayarit Distrito: 1 (Santiago Ixcuintla) ,Licenciatura,Económico-financiera,LXIV,29/08/2018,31/08/2021,mpjv_nayarit,miguelpaveljarerovelazquez_nayarit,Mayoria Relativa,19/10/1977,Nayarit,Distrito:1,,353,MORENA,Nayarit,Distrito 1,Mayoría relativa,SI
PdlSM,Miguel Prado de los Santos,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Chiapas Distrito: 7 (Tonalá) ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021,mpdls_chiapas,miguelpradodelossantos_chiapas,Mayoria Relativa,19/01/1984,Chiapas,Distrito:7,,354,MORENA,Chiapas,Distrito 7,Mayoría relativa,SI
JMdOMÁ,Miguel Angel Jauregui Montes de Oca,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Ciudad de México Distrito: 3 (Azcapotzalco) ,Licenciatura,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,majmdo_ciudad de mexico,miguelangeljaureguimontesdeoca_ciudad de mexico,Mayoria Relativa,19/02/1975,Ciudad de Mexico,Distrito:3,,351,MORENA,Ciudad de México,Distrito 3,Mayoría relativa,SI
MGMÁ,Miguel Angel Marquez Gonzalez,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Jalisco Circunscripción: Primera ,Licenciatura,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,mamg_jalisco,miguelangelmarquezgonzalez_jalisco,Representacion proporcional,21/10/1962,Jalisco,Circunscripcion:1,,352,MORENA,Jalisco,1ª Circunscripción,Representación proporcional,SI
ÁVMC,Mildred Concepcion Avila Vera,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Quintana Roo Distrito: 3 (Cancún) ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,mcav_quintana roo,mildredconcepcionavilavera_quintana roo,Mayoria Relativa,05/12/1965,Quintana Roo,Distrito:3,,355,MORENA,Quintana Roo,Distrito 3,Mayoría relativa,SI
PMMC,Miriam Citlally Perez Mackintosh,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Nayarit Circunscripción: Primera ,Técnico,,LXIV,29/08/2018,31/08/2021,mcpm_nayarit,miriamcitlallyperezmackintosh_nayarit,Representacion proporcional,20/11/1967,Nayarit,Circunscripcion:1,,,,,,,
MTMZ,Mirna Zabeida Maldonado Tapia,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Zacatecas Distrito: 1 (Fresnillo) ,Doctorado,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,mzmt_zacatecas,mirnazabeidamaldonadotapia_zacatecas,Mayoria Relativa,13/05/1969,Zacatecas,Distrito:1,,356,MORENA,Zacatecas,Distrito 1,Mayoría relativa,SI
MVMI,Moises Ignacio Mier Velazco,Diputado Propietario,Morena,04/01/1961, Puebla ,Representación Proporcional, Puebla Circunscripción: Cuarta ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021,mimv_puebla,moisesignaciomiervelazco_puebla,Representacion proporcional,04/01/1961,Puebla,Circunscripcion:4,,359,MORENA,Puebla,4ª Circunscripción,Representación proporcional,SI
BRM,Monica Bautista Rodriguez,Diputada Propietario,PRD,13/02/1976, Distrito Federal ,Representación Proporcional, México Circunscripción: Quinta ,,,LXIV,29/08/2018,31/08/2021,mbr_mexico,monicabautistarodriguez_mexico,Representacion proporcional,13/02/1976,Mexico,Circunscripcion:5,,360,PRD,México,5ª Circunscripción,Representación proporcional,SI
RHNC,Nancy Claudia Resendiz Hernandez,Diputada Propietario,PES,01/01/1900, ,Mayoría Relativa, México Distrito: 41 (Ojo de Agua) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021,ncrh_mexico,nancyclaudiaresendizhernandez_mexico,Mayoria Relativa,19/12/1977,Mexico,Distrito:41,,361,PES,México,Distrito 41,Mayoría relativa,SI
SMNY,Nancy Yadira Santiago Marcos,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Sinaloa Distrito: 5 (Culiacán de Rosales) ,,,LXIV,29/08/2018,31/08/2021,nysm_sinaloa,nancyyadirasantiagomarcos_sinaloa,Mayoria Relativa,04/05/1980,Sinaloa,Distrito:5,,362,MORENA,Sinaloa,Distrito 5,Mayoría relativa,SI
FCNA,Nayeli Arlen Fernandez Cruz,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,nafc_ciudad de mexico,nayeliarlenfernandezcruz_ciudad de mexico,Representacion proporcional,16/01/1984,Ciudad de Mexico,Circunscripcion:4,,363,MORENA,Ciudad de México,4ª Circunscripción,Representación proporcional,SI
